query_id	doc_id	rank	score
10715	doc-9e21c3c4005b3045	7	3.05832592
10715	doc-9b4625f96a64ee0a	8	2.75328928
10715	doc-7ae9805397edaaa8	9	2.67047533
10715	doc-5631283746b4487a	10	2.62954935
10715	doc-555085c66c6745a3	11	2.61763805
10715	doc-cd78c4b91df10277	12	2.58130159
10715	doc-ec51a0bf6e5de09d	13	2.54596012
10715	doc-b74f824b9bff1f8f	14	2.50274695
10715	doc-51e242b84d8d95d9	15	2.13114337
10715	doc-29bb6e3505e8cb1e	16	1.90646111
10715	doc-9785f9936104288c	17	1.87348806
10715	doc-befb0d84963f5ab6	18	1.57247664
10715	doc-167395d44df300fe	19	1.42760973
10715	doc-6bfce5829aca6187	20	1.39546976
10715	doc-4d143f69ba4fd62f	21	1.28018579
9875	doc-4d143f69ba4fd62f	1	4.74493279
9875	doc-2a9d2c0363aab0aa	2	3.40977592
9875	doc-afb540812c7b668b	3	2.98862755
9875	doc-167395d44df300fe	4	2.82801718
11809	doc-166a17809c28df2f	1	4.94545482
10119	doc-0decdab90027cfdd	1	30.24428198
10201	doc-40e6b0a653dfbab4	1	6.02112812
10201	doc-db59382f2a64667d	2	4.06307969
10201	doc-56692af771d1c18a	3	3.96562641
10201	doc-8550e39884f7980a	4	3.38548889
10201	doc-5e763a5323f3b22d	5	2.81700363
10201	doc-14c0a27f97c18e08	6	2.47373692
10201	doc-befb0d84963f5ab6	7	2.09720269
10201	doc-2128a4216d980fb0	8	1.91872503
10201	doc-167395d44df300fe	9	1.90399456
10201	doc-8852092f5a414531	10	1.88948855
10524	doc-648bdeb258291f32	1	4.60015542
12761	doc-afdd1eb8e179b8c0	1	6.14602833
12761	doc-90d3b26e2f635f51	2	4.84161931
12761	doc-ec51a0bf6e5de09d	3	3.96288837
12761	doc-29bb6e3505e8cb1e	4	2.67909070
10724	doc-61ab00409dd34401	1	4.87997079
10724	doc-9c6ffc8c9455b2c9	2	4.79131967
10724	doc-a6d7c36db2b9fc44	3	4.44057734
10724	doc-757c194f020f514e	4	3.19607109
10724	doc-2d20028295cdadcd	5	3.11499064
10724	doc-58f081264fec2480	6	2.48466203
10242	doc-f7722c0505e959c3	1	10.94743567
12207	doc-4710bbc7d191fa07	1	4.89298625
12207	doc-be8786dc770dcdda	2	4.57682897
12207	doc-ff5908f80fde40b7	3	2.54450999
10265	doc-6b145832e4c9fd1c	1	20.92752074
10265	doc-04b6ab9d23c18151	2	7.68976449
10265	doc-368d585e959425be	3	3.11958560
10265	doc-522e3b5cdc936e76	4	3.06350596
10265	doc-ab73ac43b6251bb7	5	2.95718550
10265	doc-918d9ca1fc30b042	6	2.95718550
10265	doc-2128a4216d980fb0	7	2.63688517
10310	doc-0bdc29a62f6c7fc8	1	16.15375955
10310	doc-14c0a27f97c18e08	2	5.99559322
10310	doc-368d585e959425be	3	5.50170219
10310	doc-ff5908f80fde40b7	4	3.77438343
10310	doc-2a9d2c0363aab0aa	5	3.35659475
10310	doc-04b6ab9d23c18151	6	2.80214636
10310	doc-6bfce5829aca6187	7	2.25540889
10310	doc-e0b67ba97343829f	8	2.15823177
10310	doc-29bb6e3505e8cb1e	9	1.98700645
10765	doc-61ab00409dd34401	1	4.43605345
10765	doc-406612505a0b0b9f	2	3.74174726
10765	doc-9785f9936104288c	3	3.71127789
10765	doc-afdd1eb8e179b8c0	4	3.46678296
12195	doc-7e4425fcd0c03820	1	7.14539210
12195	doc-406612505a0b0b9f	2	5.35576605
12195	doc-d3f2c492d639b3ea	3	4.76520045
12195	doc-c83d009a3690a72f	4	2.28660266
12195	doc-02f312791c6dac9b	5	1.98170986
12195	doc-8550e39884f7980a	6	1.84058855
12195	doc-afdd1eb8e179b8c0	7	1.79684612
12195	doc-6ec7f5faed90d6f9	8	1.71677163
12195	doc-757c194f020f514e	9	1.69518758
12195	doc-2d20028295cdadcd	10	1.66381028
12195	doc-93a0a9a95b2871d0	11	1.61401879
12195	doc-2128a4216d980fb0	12	1.55806642
12195	doc-5d2bd393f1aa2dd7	13	1.41549053
12195	doc-90d3b26e2f635f51	14	1.41549053
12195	doc-72ba35a72fed92d6	15	1.38638185
12195	doc-555085c66c6745a3	16	1.37227189
12195	doc-d3f9bca9c8f7e038	17	1.35844624
12195	doc-ff5908f80fde40b7	18	1.32789848
12195	doc-9e21c3c4005b3045	19	1.29329642
12195	doc-368d585e959425be	20	1.23410966
12195	doc-522e3b5cdc936e76	21	1.21192453
12195	doc-72bc393db4b63d09	22	1.20112841
12195	doc-64a29d3fe4361bbf	23	1.15980123
12195	doc-036fdbb06c478f12	24	1.14991001
12195	doc-7ae9805397edaaa8	25	1.11197657
12195	doc-60a03530f37caeee	26	1.07646592
12195	doc-62fdebafdfbaeeb7	27	1.01949091
12195	doc-6bfce5829aca6187	28	1.01184027
12195	doc-4d143f69ba4fd62f	29	0.92824909
12195	doc-58f081264fec2480	30	0.90946566
12195	doc-29bb6e3505e8cb1e	31	0.89142733
12487	doc-d3f9bca9c8f7e038	1	4.64650200
12487	doc-befb0d84963f5ab6	2	3.89995324
10699	doc-62fdebafdfbaeeb7	1	4.11275095
10699	doc-befb0d84963f5ab6	2	3.34599793
10699	doc-60a03530f37caeee	3	3.20747006
10699	doc-4d143f69ba4fd62f	4	3.17503269
10699	doc-555085c66c6745a3	5	2.75970100
10699	doc-6b145832e4c9fd1c	6	2.37324088
10699	doc-b23378d73e714cb1	7	2.21794383
10699	doc-406612505a0b0b9f	8	2.19994915
10699	doc-be8786dc770dcdda	9	2.03485666
12188	doc-27fa34d8322e71c8	1	10.37143899
12188	doc-522e3b5cdc936e76	2	3.64231116
12157	doc-90d3b26e2f635f51	1	4.84161931
10300	doc-5d2bd393f1aa2dd7	1	4.84161931
10300	doc-555085c66c6745a3	2	4.69379196
10646	doc-14c0a27f97c18e08	1	11.11583645
10646	doc-befb0d84963f5ab6	2	9.45841099
10646	doc-51e242b84d8d95d9	3	5.28552175
10646	doc-db59382f2a64667d	4	4.06307969
10646	doc-56692af771d1c18a	5	3.96562641
10646	doc-406612505a0b0b9f	6	3.74174726
10646	doc-8550e39884f7980a	7	3.38548889
10646	doc-5e763a5323f3b22d	8	2.81700363
10646	doc-6ec7f5faed90d6f9	9	2.81529207
10646	doc-64a29d3fe4361bbf	10	2.74264285
10646	doc-40e6b0a653dfbab4	11	2.70929517
10646	doc-7e4425fcd0c03820	12	2.62954935
10646	doc-ff5908f80fde40b7	13	2.00211206
10646	doc-2128a4216d980fb0	14	1.91872503
10646	doc-167395d44df300fe	15	1.90399456
10646	doc-8852092f5a414531	16	1.88948855
10855	doc-90d3b26e2f635f51	1	4.25410728
10855	doc-04b6ab9d23c18151	2	3.77814790
9791	doc-51e242b84d8d95d9	1	10.57104351
9791	doc-db59382f2a64667d	2	4.06307969
9791	doc-56692af771d1c18a	3	3.96562641
9791	doc-406612505a0b0b9f	4	3.74174726
9791	doc-8550e39884f7980a	5	3.38548889
9791	doc-5e763a5323f3b22d	6	2.81700363
9791	doc-40e6b0a653dfbab4	7	2.70929517
9791	doc-14c0a27f97c18e08	8	2.47373692
9791	doc-befb0d84963f5ab6	9	2.09720269
9791	doc-2128a4216d980fb0	10	1.91872503
9791	doc-167395d44df300fe	11	1.90399456
9791	doc-8852092f5a414531	12	1.88948855
11290	doc-4e72fa5c1199271e	1	5.16708606
11290	doc-90d3b26e2f635f51	2	4.84161931
12565	doc-6f3c7c5898547879	1	16.02496983
12565	doc-90d3b26e2f635f51	2	4.84161931
12565	doc-27fa34d8322e71c8	3	3.59767491
12565	doc-6f83e7e8b96cef8e	4	3.18862653
12565	doc-9e21c3c4005b3045	5	2.88277937
12565	doc-dee6223b3990015e	6	2.60764666
12565	doc-5e763a5323f3b22d	7	2.27246231
10390	doc-522e3b5cdc936e76	1	5.94786879
10390	doc-d3f9bca9c8f7e038	2	4.08266671
10390	doc-93a0a9a95b2871d0	3	3.28770050
11980	doc-ff5908f80fde40b7	1	6.89282313
11980	doc-4710bbc7d191fa07	2	4.89298625
11980	doc-918d9ca1fc30b042	3	4.00146557
9841	doc-f952d93f49261451	1	3.59587649
9841	doc-757c194f020f514e	2	3.19607109
9841	doc-2d20028295cdadcd	3	3.11499064
9841	doc-58f081264fec2480	4	2.48466203
10356	doc-491ad0d7a59984bd	1	28.31291196
10356	doc-918d9ca1fc30b042	2	4.00146557
10151	doc-de9f1a76beddefa5	1	4.18292878
11804	doc-90d3b26e2f635f51	1	4.84161931
11804	doc-d0b1dd17b184c71c	2	4.64414385
11804	doc-8df0484750f85409	3	3.28770050
9710	doc-56568b6ac823c4cb	1	4.29992773
9710	doc-406612505a0b0b9f	2	3.74174726
9955	doc-7ae9805397edaaa8	1	10.15972729
9955	doc-4710bbc7d191fa07	2	7.77436776
9955	doc-afdd1eb8e179b8c0	3	4.12507577
9955	doc-6ec7f5faed90d6f9	4	3.94124626
9955	doc-d3f9bca9c8f7e038	5	3.80058322
9955	doc-406612505a0b0b9f	6	3.70535336
9955	doc-757c194f020f514e	7	3.21101703
9955	doc-2d20028295cdadcd	8	3.14118498
9955	doc-4d143f69ba4fd62f	9	2.77624802
9955	doc-58f081264fec2480	10	2.72860130
9955	doc-78c12b84556bb09d	11	2.52103558
9955	doc-cd78c4b91df10277	12	2.42518685
9955	doc-ff5908f80fde40b7	13	2.42492625
9955	doc-c83d009a3690a72f	14	2.28660266
9955	doc-29bb6e3505e8cb1e	15	2.04647757
9955	doc-8852092f5a414531	16	1.99577317
9955	doc-02f312791c6dac9b	17	1.98170986
9955	doc-be8786dc770dcdda	18	1.97323197
9955	doc-5653d8ebd9c49f5b	19	1.93570096
9955	doc-9b4625f96a64ee0a	20	1.91448909
9955	doc-8550e39884f7980a	21	1.84058855
9955	doc-93a0a9a95b2871d0	22	1.61401879
9955	doc-2128a4216d980fb0	23	1.55806642
9955	doc-5d2bd393f1aa2dd7	24	1.41549053
9955	doc-90d3b26e2f635f51	25	1.41549053
9955	doc-72ba35a72fed92d6	26	1.38638185
9955	doc-555085c66c6745a3	27	1.37227189
9955	doc-9e21c3c4005b3045	28	1.29329642
9955	doc-2a9d2c0363aab0aa	29	1.29168643
9955	doc-b74f824b9bff1f8f	30	1.29168643
9955	doc-368d585e959425be	31	1.23410966
9955	doc-522e3b5cdc936e76	32	1.21192453
9955	doc-72bc393db4b63d09	33	1.20112841
9955	doc-64a29d3fe4361bbf	34	1.15980123
9955	doc-036fdbb06c478f12	35	1.14991001
9955	doc-60a03530f37caeee	36	1.07646592
9955	doc-62fdebafdfbaeeb7	37	1.01949091
9955	doc-6bfce5829aca6187	38	1.01184027
11539	doc-b59612de6e7de22e	1	7.09100578
10758	doc-c83d009a3690a72f	1	11.25716900
10758	doc-406612505a0b0b9f	2	3.74174726
10758	doc-72bc393db4b63d09	3	3.60986456
9974	doc-46693ff451d479bf	1	9.89090965
9974	doc-befb0d84963f5ab6	2	3.93449950
9974	doc-406612505a0b0b9f	3	3.74174726
9974	doc-6ec7f5faed90d6f9	4	2.81529207
9974	doc-64a29d3fe4361bbf	5	2.74264285
9974	doc-7e4425fcd0c03820	6	2.62954935
9974	doc-ff5908f80fde40b7	7	2.00211206
9892	doc-e0b67ba97343829f	1	3.31183295
11870	doc-d0b1dd17b184c71c	1	4.64414385
11870	doc-8df0484750f85409	2	3.28770050
10329	doc-368d585e959425be	1	13.05236138
10329	doc-c3f766b0d2f27d98	2	5.98588886
10329	doc-f5841a4f496dbda9	3	3.82694741
10329	doc-406612505a0b0b9f	4	3.74174726
10329	doc-60a03530f37caeee	5	2.94090707
12516	doc-167395d44df300fe	1	8.53522873
12516	doc-8852092f5a414531	2	5.40317706
12516	doc-368d585e959425be	3	5.29439815
12516	doc-db59382f2a64667d	4	4.06307969
12516	doc-56692af771d1c18a	5	3.96562641
12516	doc-8550e39884f7980a	6	3.38548889
12516	doc-5e763a5323f3b22d	7	2.81700363
12516	doc-40e6b0a653dfbab4	8	2.70929517
12516	doc-14c0a27f97c18e08	9	2.47373692
12516	doc-befb0d84963f5ab6	10	2.09720269
12516	doc-2128a4216d980fb0	11	1.91872503
10521	doc-2242399fb2d0fa30	1	8.15410060
10521	doc-90d3b26e2f635f51	2	4.84161931
10521	doc-ec51a0bf6e5de09d	3	3.96288837
10311	doc-c3f766b0d2f27d98	1	16.10534596
10311	doc-f5841a4f496dbda9	2	3.82694741
10311	doc-4e72fa5c1199271e	3	3.81860888
10311	doc-ab73ac43b6251bb7	4	2.95718550
10311	doc-60a03530f37caeee	5	2.94090707
10311	doc-2d20028295cdadcd	6	2.88216529
12469	doc-406612505a0b0b9f	1	3.74174726
10205	doc-2d20028295cdadcd	1	6.71963774
10010	doc-64a29d3fe4361bbf	1	13.69618020
10010	doc-90d3b26e2f635f51	2	4.84161931
10978	doc-2128a4216d980fb0	1	11.88103992
10978	doc-167395d44df300fe	2	4.20868041
10978	doc-db59382f2a64667d	3	4.06307969
10978	doc-56692af771d1c18a	4	3.96562641
10978	doc-036fdbb06c478f12	5	3.40114157
10978	doc-8550e39884f7980a	6	3.38548889
10978	doc-5e763a5323f3b22d	7	2.81700363
10978	doc-b74f824b9bff1f8f	8	2.76981178
10978	doc-40e6b0a653dfbab4	9	2.70929517
10978	doc-02f312791c6dac9b	10	2.68824862
10978	doc-5653d8ebd9c49f5b	11	2.54294899
10978	doc-9785f9936104288c	12	2.49865983
10978	doc-648bdeb258291f32	13	2.47373692
10978	doc-14c0a27f97c18e08	14	2.47373692
10978	doc-9e21c3c4005b3045	15	2.37882642
10978	doc-166a17809c28df2f	16	2.20016515
10978	doc-6f83e7e8b96cef8e	17	2.18423091
10978	doc-757c194f020f514e	18	2.15179102
10978	doc-befb0d84963f5ab6	19	2.09720269
10978	doc-afb540812c7b668b	20	2.01212731
10978	doc-8df0484750f85409	21	2.01212731
10978	doc-8852092f5a414531	22	1.88948855
10978	doc-1b890cdbb1fe2f6b	23	1.88404508
10978	doc-2a9d2c0363aab0aa	24	1.68414950
10978	doc-263368468342e04f	25	1.63455603
10978	doc-4d143f69ba4fd62f	26	1.59507772
10978	doc-72ba35a72fed92d6	27	1.55052196
10978	doc-afdd1eb8e179b8c0	28	1.41919050
10978	doc-2242399fb2d0fa30	29	1.41919050
10978	doc-72bc393db4b63d09	30	1.34333552
10978	doc-f17aaa54c8c1cd07	31	1.33147442
10978	doc-dee6223b3990015e	32	1.30836969
10978	doc-ab73ac43b6251bb7	33	1.30836969
10978	doc-78c12b84556bb09d	34	1.25397013
10978	doc-27fa34d8322e71c8	35	1.22344891
10978	doc-0cc75c1cd1e762f0	36	1.16665682
10978	doc-62fdebafdfbaeeb7	37	1.14019312
10978	doc-6bfce5829aca6187	38	1.13163668
10978	doc-58f081264fec2480	39	1.01714148
10978	doc-29bb6e3505e8cb1e	40	0.99696751
10978	doc-ff5908f80fde40b7	41	0.94688612
10258	doc-90d3b26e2f635f51	1	4.84161931
10071	doc-62fdebafdfbaeeb7	1	3.48712109
9731	doc-b74f824b9bff1f8f	1	8.70076556
9731	doc-2128a4216d980fb0	2	4.65172524
9731	doc-46693ff451d479bf	3	3.95005903
9731	doc-cd78c4b91df10277	4	3.67425972
9731	doc-8852092f5a414531	5	3.51368851
9731	doc-02f312791c6dac9b	6	2.68824862
9731	doc-9785f9936104288c	7	2.49865983
9731	doc-648bdeb258291f32	8	2.47373692
9731	doc-9e21c3c4005b3045	9	2.37882642
9731	doc-757c194f020f514e	10	2.15179102
9731	doc-036fdbb06c478f12	11	2.11508844
9731	doc-afb540812c7b668b	12	2.01212731
9731	doc-8df0484750f85409	13	2.01212731
12873	doc-46693ff451d479bf	1	4.94545482
12486	doc-406612505a0b0b9f	1	3.74174726
9697	doc-d0b1dd17b184c71c	1	7.03690808
9697	doc-7a032428a3e9b53b	2	5.10983655
11583	doc-56692af771d1c18a	1	11.34009605
11583	doc-db59382f2a64667d	2	4.06307969
11583	doc-ab73ac43b6251bb7	3	4.00146557
11583	doc-8550e39884f7980a	4	3.38548889
11583	doc-5e763a5323f3b22d	5	2.81700363
11583	doc-40e6b0a653dfbab4	6	2.70929517
11583	doc-14c0a27f97c18e08	7	2.47373692
11583	doc-befb0d84963f5ab6	8	2.09720269
11583	doc-2128a4216d980fb0	9	1.91872503
11583	doc-167395d44df300fe	10	1.90399456
11583	doc-8852092f5a414531	11	1.88948855
10253	doc-555085c66c6745a3	1	4.69379196
10057	doc-cd78c4b91df10277	1	4.60015542
9869	doc-ab73ac43b6251bb7	1	14.43103150
9869	doc-918d9ca1fc30b042	2	3.19607109
9869	doc-b23378d73e714cb1	3	3.01307329
10441	doc-4710bbc7d191fa07	1	6.68016453
10055	doc-9b4625f96a64ee0a	1	10.10768351
10055	doc-6f83e7e8b96cef8e	2	4.29924103
10055	doc-368d585e959425be	3	3.70898624
9999	doc-4d143f69ba4fd62f	1	5.94063294
9999	doc-406612505a0b0b9f	2	3.74174726
11767	doc-afb540812c7b668b	1	5.52067598
11767	doc-406612505a0b0b9f	2	3.74174726
10077	doc-9e21c3c4005b3045	1	12.45807829
10077	doc-90d3b26e2f635f51	2	4.84161931
11901	doc-31869dfad0455f70	1	7.77725358
11901	doc-ab73ac43b6251bb7	2	4.00146557
10501	doc-3e7f8b736adab609	1	11.88236891
10501	doc-befb0d84963f5ab6	2	3.89995324
10175	doc-cd78c4b91df10277	1	5.62511941
10175	doc-6f83e7e8b96cef8e	2	4.29924103
10175	doc-406612505a0b0b9f	3	3.74174726
9821	doc-be8786dc770dcdda	1	3.46095242
11716	doc-2128a4216d980fb0	1	6.42513712
11716	doc-5d2bd393f1aa2dd7	2	4.84161931
11716	doc-406612505a0b0b9f	3	3.74174726
11716	doc-be8786dc770dcdda	4	3.04097904
11716	doc-5653d8ebd9c49f5b	5	2.54294899
11716	doc-167395d44df300fe	6	2.30468584
11716	doc-166a17809c28df2f	7	2.20016515
11716	doc-6f83e7e8b96cef8e	8	2.18423091
11716	doc-1b890cdbb1fe2f6b	9	1.88404508
11716	doc-2a9d2c0363aab0aa	10	1.68414950
11716	doc-263368468342e04f	11	1.63455603
11716	doc-4d143f69ba4fd62f	12	1.59507772
11716	doc-72ba35a72fed92d6	13	1.55052196
11716	doc-afdd1eb8e179b8c0	14	1.41919050
11716	doc-2242399fb2d0fa30	15	1.41919050
11716	doc-72bc393db4b63d09	16	1.34333552
11716	doc-f17aaa54c8c1cd07	17	1.33147442
11716	doc-dee6223b3990015e	18	1.30836969
11716	doc-ab73ac43b6251bb7	19	1.30836969
11716	doc-036fdbb06c478f12	20	1.28605314
11716	doc-78c12b84556bb09d	21	1.25397013
11716	doc-27fa34d8322e71c8	22	1.22344891
11716	doc-0cc75c1cd1e762f0	23	1.16665682
11716	doc-62fdebafdfbaeeb7	24	1.14019312
11716	doc-6bfce5829aca6187	25	1.13163668
11716	doc-58f081264fec2480	26	1.01714148
11716	doc-29bb6e3505e8cb1e	27	0.99696751
11716	doc-ff5908f80fde40b7	28	0.94688612
10276	doc-61ab00409dd34401	1	4.87997079
10276	doc-a6d7c36db2b9fc44	2	4.44057734
9723	doc-e0b67ba97343829f	1	21.58708075
9723	doc-406612505a0b0b9f	2	6.05294752
9723	doc-befb0d84963f5ab6	3	3.42670879
9723	doc-5653d8ebd9c49f5b	4	3.15624086
9723	doc-f17aaa54c8c1cd07	5	2.51526975
9723	doc-9c8a0a64eefd6ce9	6	2.36885748
9723	doc-0cc75c1cd1e762f0	7	2.20391511
9723	doc-58f081264fec2480	8	1.92146777
11383	doc-78c12b84556bb09d	1	11.67535420
11383	doc-4d143f69ba4fd62f	2	6.22862455
11383	doc-afdd1eb8e179b8c0	3	4.05694441
11383	doc-58f081264fec2480	4	2.96542349
11383	doc-6bfce5829aca6187	5	0.31079686
11383	doc-31869dfad0455f70	6	0.30779779
11383	doc-8b6b6bbffde7d317	7	0.30779779
11383	doc-2242399fb2d0fa30	8	0.30712163
11383	doc-61ab00409dd34401	9	0.30671736
11383	doc-a6d7c36db2b9fc44	10	0.30607729
11383	doc-9c6ffc8c9455b2c9	11	0.29775545
11383	doc-dee6223b3990015e	12	0.29591837
11383	doc-555085c66c6745a3	13	0.29455206
11383	doc-648bdeb258291f32	14	0.29141686
11383	doc-40e6b0a653dfbab4	15	0.29014038
11383	doc-7e4425fcd0c03820	16	0.28889283
11383	doc-ec51a0bf6e5de09d	17	0.28834770
11383	doc-27fa34d8322e71c8	18	0.28662453
11383	doc-8df0484750f85409	19	0.28662453
11383	doc-0bdc29a62f6c7fc8	20	0.28534251
11383	doc-04b6ab9d23c18151	21	0.28095037
11383	doc-0cc75c1cd1e762f0	22	0.28002844
11383	doc-51e242b84d8d95d9	23	0.27849739
11383	doc-522e3b5cdc936e76	24	0.27530029
11383	doc-c01e63b6735fbc8c	25	0.27025036
11383	doc-85d8e85c8c989100	26	0.26630734
11383	doc-5d2bd393f1aa2dd7	27	0.26247772
11383	doc-5631283746b4487a	28	0.26212172
11383	doc-f5841a4f496dbda9	29	0.26060392
11383	doc-afb540812c7b668b	30	0.25963598
11383	doc-29bb6e3505e8cb1e	31	0.25823806
11383	doc-d3f2c492d639b3ea	32	0.25599452
11383	doc-f952d93f49261451	33	0.25362310
11383	doc-cd78c4b91df10277	34	0.25336883
11383	doc-491ad0d7a59984bd	35	0.25162240
11383	doc-8852092f5a414531	36	0.25014723
11383	doc-6717224309415d79	37	0.25014723
11383	doc-b74f824b9bff1f8f	38	0.24565827
11383	doc-6f3c7c5898547879	39	0.24162930
11383	doc-de9f1a76beddefa5	40	0.23692462
11383	doc-918d9ca1fc30b042	41	0.22947780
11383	doc-64a29d3fe4361bbf	42	0.22804426
11383	doc-9c8a0a64eefd6ce9	43	0.22248484
11383	doc-ff5908f80fde40b7	44	0.22177897
11383	doc-93a0a9a95b2871d0	45	0.21848997
11383	doc-f7722c0505e959c3	46	0.21663152
11383	doc-60a03530f37caeee	47	0.21590548
11383	doc-b10e178df21f9d44	48	0.21409056
11383	doc-b59612de6e7de22e	49	0.21160851
11383	doc-2128a4216d980fb0	50	0.21091569
11383	doc-5e763a5323f3b22d	51	0.20732212
11383	doc-0081e300f0c5403c	52	0.20449606
11383	doc-4e72fa5c1199271e	53	0.20449606
11383	doc-c83d009a3690a72f	54	0.20449606
11383	doc-2a9d2c0363aab0aa	55	0.20384896
11383	doc-78b2451976975730	56	0.20223031
11383	doc-7a032428a3e9b53b	57	0.20223031
11383	doc-3e7f8b736adab609	58	0.20001422
11383	doc-263368468342e04f	59	0.19784618
11383	doc-166a17809c28df2f	60	0.19572463
11383	doc-46693ff451d479bf	61	0.19572463
11383	doc-4710bbc7d191fa07	62	0.19364810
11383	doc-6f83e7e8b96cef8e	63	0.19364810
11383	doc-0decdab90027cfdd	64	0.18389307
11383	doc-2603f2774de507c7	65	0.17507373
11383	doc-9e21c3c4005b3045	66	0.17507373
11383	doc-56568b6ac823c4cb	67	0.17017682
11383	doc-309c814d4ba7f736	68	0.17017682
11383	doc-368d585e959425be	69	0.16706161
11383	doc-72bc393db4b63d09	70	0.16259693
11383	doc-f17aaa54c8c1cd07	71	0.16116127
11383	doc-6ec7f5faed90d6f9	72	0.16116127
11383	doc-6b145832e4c9fd1c	73	0.15975074
11383	doc-ab73ac43b6251bb7	74	0.15836468
11383	doc-757c194f020f514e	75	0.15836468
11383	doc-1b890cdbb1fe2f6b	76	0.15700247
11383	doc-036fdbb06c478f12	77	0.15566349
11383	doc-7ae9805397edaaa8	78	0.15052844
11383	doc-b23378d73e714cb1	79	0.14929718
11383	doc-406612505a0b0b9f	80	0.14808589
11383	doc-463b3510c3cef8b8	81	0.14012768
11383	doc-167395d44df300fe	82	0.14012768
11383	doc-62fdebafdfbaeeb7	83	0.13800864
11383	doc-be8786dc770dcdda	84	0.13697297
11383	doc-e0b67ba97343829f	85	0.13107132
10007	doc-46693ff451d479bf	1	4.94545482
10007	doc-90d3b26e2f635f51	2	4.84161931
10450	doc-036fdbb06c478f12	1	5.72631611
11315	doc-02f312791c6dac9b	1	9.41632531
11315	doc-8852092f5a414531	2	3.43328284
11315	doc-6bfce5829aca6187	3	3.39450572
11315	doc-8b6b6bbffde7d317	4	3.32994200
11315	doc-61ab00409dd34401	5	2.45834035
11315	doc-2128a4216d980fb0	6	2.32520578
9720	doc-6ec7f5faed90d6f9	1	12.75955751
9720	doc-befb0d84963f5ab6	2	7.83445274
9720	doc-406612505a0b0b9f	3	3.74174726
9720	doc-64a29d3fe4361bbf	4	2.74264285
9720	doc-7e4425fcd0c03820	5	2.62954935
9720	doc-ff5908f80fde40b7	6	2.00211206
9859	doc-6717224309415d79	1	5.26841433
9859	doc-406612505a0b0b9f	2	3.74174726
10628	doc-309c814d4ba7f736	1	4.29992773
11811	doc-757c194f020f514e	1	6.81899168
12573	doc-918d9ca1fc30b042	1	5.79831003
12147	doc-8b6b6bbffde7d317	1	6.87945675
10029	doc-5653d8ebd9c49f5b	1	8.26607742
10029	doc-406612505a0b0b9f	2	6.05294752
10029	doc-2242399fb2d0fa30	3	4.34039552
10029	doc-56568b6ac823c4cb	4	4.29992773
10029	doc-f17aaa54c8c1cd07	5	2.51526975
10029	doc-9c8a0a64eefd6ce9	6	2.36885748
10029	doc-0cc75c1cd1e762f0	7	2.20391511
